Symbol,Company Name,Industry,Prior Close,5 Day Chg_x,4 Week Chg_x,52 Week Chg,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,Vs. S&P 500 4 Weeks,Vs. S&P 500 13 Weeks,Vs. S&P 500 52 Weeks,P/E Ratio (TTM)*,Price/Sales Ratio,Price/Book Ratio,Price/Cash Flow,Debt to Capital,Return on Equity,Return on Assets,EPS Growth CFY*,EPS Growth NFY*,Revenue Growth CFY*,Revenue Growth NFY*,Dividend Yield,Dividend Growth 5 Year
EG,Everest Group Ltd,Insurance,355.03,-2.21%,-2.00%,-3.00%,1,0,0.0,-1.0,0,-1.0,0.5,1,-11.11%,4.12%,-23.53%,17.13x,0.82x,1.77x,0.00x,20.24x,6.06%,1.56%,53.64%,34.32%,6.38%,3.74%,2.38%,6.15%
EVRG,Evergy Inc,Electrical Utilities & IPPs,69.02,0.33%,0.00%,31.00%,0,0,0.0,-1.0,0,0.0,1.0,1,-9.36%,2.65%,9.20%,17.37x,2.57x,1.53x,7.35x,59.10x,8.95%,2.76%,6.04%,5.69%,2.49%,3.84%,4.05%,6.23%
ES,Eversource Energy,Electrical Utilities & IPPs,59.10,1.09%,-5.00%,-3.00%,0,1,0.0,1.0,0,0.0,-0.5,1,1.15%,4.19%,-4.22%,27.23x,1.83x,1.51x,9.98x,65.51x,5.63%,1.44%,3.94%,5.89%,10.68%,2.50%,4.77%,5.97%
EXC,Exelon Corp,Electrical Utilities & IPPs,46.48,-0.02%,3.00%,24.00%,1,1,1.0,-1.0,0,0.0,0.5,1,-12.01%,5.32%,4.07%,16.11x,1.85x,1.59x,6.93x,63.62x,10.10%,2.55%,7.60%,4.83%,5.01%,2.71%,3.68%,0.95%
EXE,Expand Energy Corp,Oil & Gas,107.11,0.26%,-5.00%,14.00%,0,0,1.0,1.0,1,1.0,1.0,1,2.87%,12.84%,15.78%,0,5.12x,1.58x,25.88x,23.37x,-7.10%,-4.71%,0.00%,0.00%,0.00%,0.00%,2.01%,0.00%
EXPE,Expedia Group Inc,Hotels & Entertainment Services,161.24,-3.30%,-5.00%,18.00%,0,1,0.0,0.5,0,0.0,0.5,1,-5.43%,-17.96%,30.28%,18.93x,1.48x,19.15x,10.16x,72.80x,119.16%,4.57%,16.18%,19.19%,3.37%,6.34%,1.00%,-21.24%
EXPD,Expeditors International of Washngtn Inc,Freight & Logistics Services,108.69,-1.14%,-9.00%,-4.00%,0,0,0.0,0.5,-1,0.0,-0.5,1,-3.82%,1.53%,-11.88%,18.88x,1.41x,6.80x,17.19x,0.00x,37.70%,18.29%,-6.29%,2.43%,-1.99%,2.07%,1.35%,7.86%
EXR,Extra Space Storage Inc,Residential & Commercial REITs,141.91,-2.56%,-3.00%,6.00%,-1,0,-1.0,0.5,0,0.0,0.5,1,-4.18%,-2.78%,-10.14%,33.93x,9.37x,2.21x,17.79x,45.91x,6.46%,3.40%,12.66%,4.19%,8.54%,3.55%,4.48%,12.33%
XOM,Exxon Mobil Corp,Oil & Gas,108.63,-5.17%,-8.00%,-8.00%,1,1,1.0,-1.0,1,0.0,0.5,1,-11.01%,-3.73%,-19.00%,13.63x,1.31x,1.69x,7.54x,12.22x,14.17%,8.32%,-18.49%,18.90%,-7.03%,-0.19%,3.85%,2.28%
FFIV,F5 Inc,Software & IT Services,265.07,0.64%,2.00%,48.00%,1,0,1.0,1.0,0,0.0,0.0,1,-0.40%,-2.20%,49.19%,27.02x,5.56x,4.97x,22.81x,0.00x,19.89%,11.01%,9.20%,7.26%,7.34%,3.97%,0.00%,0.00%
FDS,Factset Research Systems Inc,Professional & Commercial Services  ,422.90,-1.15%,-5.00%,1.00%,0,0,0.0,1.0,-1,0.0,-0.5,1,1.74%,4.24%,-5.87%,32.97x,7.81x,8.57x,25.21x,41.72x,28.12%,13.18%,3.83%,7.49%,4.96%,5.84%,0.95%,8.23%
FICO,Fair Isaac Corp,Software & IT Services,"1,943.27",-22.02%,6.00%,76.00%,0,0,0.0,1.0,0,0.0,1.0,0,-17.58%,3.19%,13.02%,73.22x,22.49x,0.00x,69.95x,180.05x,0.00%,32.61%,23.42%,24.20%,15.39%,15.65%,0.00%,0.00%
FAST,Fastenal Co,"Machinery, Equipment & Components",80.11,-0.55%,6.00%,18.00%,1,1,1.0,1.0,0,1.0,0.0,1,-6.88%,13.48%,10.97%,40.62x,6.14x,12.66x,35.14x,5.14x,32.35%,24.49%,9.00%,9.17%,7.66%,8.18%,2.16%,12.39%
FRT,Federal Realty Investment Trust,Residential & Commercial REITs,94.75,-3.15%,-3.00%,-8.00%,0,0,-1.0,0.5,0,0.0,0.5,1,-7.93%,-6.17%,-15.83%,26.96x,6.62x,2.66x,12.41x,56.78x,10.12%,3.70%,-8.19%,3.50%,4.36%,5.67%,4.70%,-1.25%
FDX,FedEx Corp,Freight & Logistics Services,211.50,-5.32%,-12.00%,-20.00%,1,1,1.0,0.5,-1,0.0,0.5,1,-4.76%,-14.65%,-21.14%,13.74x,0.60x,1.97x,6.37x,42.99x,14.74%,4.58%,2.08%,10.13%,-0.24%,2.70%,2.52%,14.15%
FIS,Fidelity National Information Servcs Inc,Financial Technology (Fintech) & Infrastructure,77.98,-0.47%,8.00%,14.00%,0,1,1.0,1.0,0,1.0,0.5,1,-7.91%,17.44%,-7.86%,49.33x,4.04x,2.74x,16.96x,44.37x,5.23%,2.90%,10.15%,8.70%,3.45%,4.46%,2.04%,0.57%
FITB,Fifth Third Bancorp,Banking Services,35.75,-5.01%,-9.00%,-4.00%,0,1,0.0,0.5,0,0.0,0.5,0,-1.59%,-9.93%,-9.35%,11.91x,2.92x,1.37x,9.43x,0.00x,12.24%,1.08%,12.42%,13.03%,5.56%,4.87%,3.95%,8.90%
FSLR,First Solar Inc,Renewable Energy,140.73,-16.02%,11.00%,-21.00%,0,1,0.0,1.0,1,1.0,1.0,1,7.59%,-0.22%,-43.58%,13.29x,3.94x,2.05x,9.75x,6.36x,16.77%,11.06%,25.79%,47.69%,19.86%,20.21%,0.00%,0.00%
FE,FirstEnergy Corp,Electrical Utilities & IPPs,42.72,-1.06%,6.00%,11.00%,0,1,0.0,1.0,1,1.0,0.5,1,-6.76%,6.26%,-4.40%,22.37x,1.74x,1.93x,8.05x,64.13x,8.69%,2.45%,-3.80%,6.72%,4.56%,3.76%,4.24%,2.08%
FI,Fiserv Inc,Professional & Commercial Services  ,178.03,1.39%,-18.00%,14.00%,1,1,1.0,-1.0,1,0.0,1.0,1,-14.37%,-27.93%,-3.94%,28.54x,4.32x,3.47x,12.69x,51.62x,11.88%,4.58%,16.02%,16.55%,9.12%,8.49%,0.00%,0.00%
F,Ford Motor Co,Automobiles & Auto Parts,10.02,-2.88%,3.00%,-22.00%,0,1,0.0,1.0,0,1.0,0.0,1,-2.57%,16.43%,-19.90%,8.37x,0.23x,0.98x,3.30x,77.66x,11.47%,1.80%,0.00%,0.00%,0.00%,0.00%,5.75%,0.00%
FTNT,Fortinet Inc,Software & IT Services,102.64,1.03%,5.00%,59.00%,0,0,1.0,1.0,1,0.0,0.0,1,-3.41%,-4.99%,52.88%,42.65x,12.91x,40.61x,39.23x,33.64x,205.91%,20.94%,4.22%,14.57%,13.47%,12.96%,0.00%,0.00%
FTV,Fortive Corp,"Machinery, Equipment & Components",68.81,-3.21%,-5.00%,-9.00%,1,0,0.0,0.5,1,0.0,0.5,1,-4.44%,-10.24%,-17.31%,30.80x,3.86x,2.33x,17.80x,27.38x,7.70%,4.60%,0.00%,9.00%,0.02%,4.52%,0.46%,2.71%
FOXA,Fox Corp,Media & Publishing,49.51,-0.87%,-10.00%,58.00%,1,0,0.0,1.0,0,0.0,0.5,1,5.30%,0.34%,51.30%,13.67x,1.47x,2.15x,10.40x,37.77x,16.89%,8.40%,30.90%,-5.35%,15.25%,-3.67%,0.98%,0.00%
BEN,Franklin Resources Inc,Investment Banking & Investment Services,18.73,-2.57%,-3.00%,-25.00%,0,0,0.0,1.0,-1,0.0,-0.5,1,8.21%,9.16%,-17.38%,31.29x,1.31x,0.92x,12.00x,44.57x,2.84%,1.29%,-14.64%,10.29%,-1.72%,0.58%,5.92%,4.02%
FCX,Freeport-McMoRan Inc,Metals & Mining,37.24,-2.00%,-3.00%,-26.00%,0,0,0.0,1.0,1,0.0,0.5,1,-5.94%,1.33%,-33.15%,30.80x,2.18x,3.06x,8.84x,24.35x,10.10%,7.28%,6.08%,36.31%,4.27%,8.73%,1.59%,24.57%
GRMN,Garmin Ltd,Communications & Networking,200.63,-0.17%,-7.00%,39.00%,0,0,0.0,0.5,-1,0.0,-0.5,1,-4.95%,-7.83%,13.00%,26.58x,6.02x,4.75x,23.53x,0.00x,19.04%,15.94%,6.09%,8.29%,8.75%,7.41%,1.79%,5.88%
IT,Gartner Inc,Software & IT Services,415.81,-0.63%,-1.00%,-7.00%,1,0,0.0,0.5,0,0.0,0.5,1,-0.32%,-7.67%,-10.82%,27.60x,5.40x,22.92x,23.42x,62.16x,113.19%,15.49%,-11.78%,9.41%,4.74%,6.71%,0.00%,0.00%
GEHC,GE HealthCare Technologies Inc,Healthcare Equipment & Supplies,68.07,-4.76%,-14.00%,-21.00%,1,1,0.0,0.5,0,0.0,0.5,1,-2.81%,-21.04%,-21.76%,14.60x,1.61x,3.46x,11.28x,48.30x,26.31%,6.84%,-9.80%,12.59%,3.06%,4.69%,0.20%,0.00%
GEV,GE Vernova Inc,Electrical Utilities & IPPs,370.06,7.46%,23.00%,143.00%,0,1,0.0,0.0,1,0.0,1.0,1,19.49%,33.58%,154.38%,66.13x,3.51x,14.55x,40.98x,0.00x,22.03%,3.88%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%
GEN,Gen Digital Inc,Software & IT Services,25.52,-4.18%,-4.00%,22.00%,0,1,1.0,1.0,0,1.0,0.5,1,4.00%,6.40%,0.87%,26.94x,4.38x,7.55x,16.21x,78.45x,29.17%,4.11%,12.61%,11.60%,20.16%,4.73%,1.80%,4.56%
GNRC,Generac Holdings Inc,"Machinery, Equipment & Components",113.45,-2.82%,-11.00%,-19.00%,0,1,1.0,0.5,0,1.0,0.5,1,2.18%,-6.39%,-25.87%,21.57x,1.68x,2.96x,14.33x,34.88x,14.29%,6.57%,1.79%,14.19%,3.40%,6.76%,0.00%,0.00%
GD,General Dynamics Corp,Aerospace & Defense,271.94,-0.53%,1.00%,-4.00%,0,1,0.0,1.0,0,1.0,0.5,1,-4.28%,17.83%,-15.55%,19.24x,1.51x,3.35x,15.25x,30.19x,18.23%,7.11%,9.61%,11.78%,5.65%,4.25%,2.17%,6.94%
GE,General Electric Co,Aerospace & Defense,200.86,0.39%,-1.00%,22.00%,0,1,0.0,1.0,1,1.0,1.0,1,9.51%,15.52%,30.08%,36.28x,6.19x,12.76x,31.11x,50.13x,28.09%,4.77%,20.87%,16.73%,12.83%,10.34%,0.63%,23.52%
GIS,General Mills Inc,Food & Tobacco,55.75,-1.95%,-5.00%,-21.00%,0,0,1.0,-1.0,-1,0.0,0.0,1,-11.19%,-5.63%,-31.12%,11.72x,1.49x,3.15x,9.62x,59.86x,27.37%,7.85%,-7.30%,-4.06%,-1.72%,-1.78%,4.50%,3.78%
GM,General Motors Co,Automobiles & Auto Parts,47.24,-1.68%,1.00%,3.00%,1,1,0.0,1.0,0,1.0,0.5,1,-1.31%,7.76%,1.81%,7.10x,0.25x,0.74x,2.73x,66.64x,11.58%,2.10%,-13.21%,2.07%,-4.73%,0.38%,1.22%,-20.59%
GPC,Genuine Parts Co,Automobiles & Auto Parts,117.52,-0.46%,-2.00%,-27.00%,1,1,0.0,0.5,0,0.0,0.5,1,1.74%,7.79%,-22.94%,20.84x,0.75x,3.96x,13.73x,50.69x,19.19%,4.45%,-5.39%,10.88%,2.52%,3.52%,3.25%,5.57%
GILD,Gilead Sciences Inc,Pharmaceuticals,106.34,6.38%,-8.00%,58.00%,0,1,1.0,-1.0,1,0.0,1.0,1,-5.59%,1.58%,43.02%,22.58x,4.62x,6.94x,15.20x,56.67x,32.51%,10.58%,72.29%,6.03%,-0.45%,3.70%,2.96%,4.10%
GPN,Global Payments Inc,Professional & Commercial Services  ,74.31,-8.75%,-26.00%,-42.00%,0,1,1.0,0.5,0,0.0,0.5,1,-1.35%,-24.90%,-35.27%,12.22x,1.83x,0.84x,5.41x,42.36x,7.03%,3.14%,4.76%,12.23%,1.55%,5.60%,1.32%,34.76%
GL,Globe Life Inc,Insurance,123.60,-0.84%,-5.00%,62.00%,1,0,1.0,-1.0,0,-1.0,0.5,1,-9.42%,0.75%,26.88%,9.73x,1.69x,1.83x,0.00x,34.06x,20.47%,3.68%,10.27%,9.38%,4.67%,5.20%,0.90%,6.88%
GDDY,Godaddy Inc,Software & IT Services,185.07,-3.15%,3.00%,47.00%,0,0,0.0,1.0,0,0.0,0.5,1,-4.27%,9.10%,19.99%,35.32x,5.63x,131.21x,29.66x,95.00x,245.70%,9.55%,-7.13%,21.70%,7.41%,7.47%,0.00%,0.00%
GS,Goldman Sachs Group Inc,Investment Banking & Investment Services,546.40,-2.87%,0.00%,27.00%,0,1,1.0,1.0,0,0.0,0.5,1,2.98%,-2.46%,17.53%,13.88x,1.45x,1.69x,11.16x,90.11x,13.10%,0.86%,10.85%,11.73%,3.50%,4.33%,2.01%,22.61%
HAL,Halliburton Co,Oil & Gas Related Equipment and Services,20.65,-5.13%,-17.00%,-46.00%,0,1,0.0,-1.0,1,0.0,0.5,1,-11.65%,-22.56%,-50.15%,8.36x,0.76x,1.66x,5.36x,42.01x,20.99%,8.47%,-20.40%,11.34%,-4.84%,1.12%,3.41%,-1.14%
HIG,Hartford Insurance Group Inc,Insurance,120.41,-0.15%,-3.00%,25.00%,0,1,1.0,1.0,0,1.0,0.5,1,1.61%,20.26%,14.51%,12.86x,1.36x,2.23x,11.15x,20.59x,18.75%,3.73%,7.38%,16.91%,6.51%,6.20%,1.61%,9.97%
HAS,Hasbro Inc,Leisure Products,61.34,-0.11%,1.00%,-5.00%,0,1,0.0,1.0,1,1.0,1.0,1,3.26%,0.68%,-0.02%,21.90x,2.18x,7.95x,15.67x,73.56x,39.16%,7.10%,0.00%,0.00%,0.00%,0.00%,4.22%,0.96%
HCA,HCA Healthcare Inc,Healthcare Providers & Services,332.02,-2.30%,-4.00%,7.00%,1,1,1.0,1.0,0,1.0,1.0,1,3.57%,22.68%,7.46%,16.73x,1.30x,0.00x,9.22x,100.99x,0.00%,11.44%,15.27%,11.04%,5.82%,5.16%,0.76%,10.53%
DOC,Healthpeak Properties Inc,Residential & Commercial REITs,17.75,-2.83%,-12.00%,-5.00%,0,1,1.0,-1.0,1,0.0,1.0,1,-16.05%,-10.91%,-21.72%,42.40x,4.18x,1.44x,8.24x,50.09x,3.26%,1.55%,-36.11%,26.09%,3.02%,4.06%,7.25%,-9.37%
HSIC,Henry Schein Inc,Healthcare Equipment & Supplies,65.57,-0.29%,-5.00%,-11.00%,0,0,0.0,0.5,-1,0.0,0.5,1,1.11%,-4.30%,-10.48%,22.17x,0.70x,2.63x,12.79x,37.99x,11.78%,3.88%,2.95%,8.20%,2.23%,3.56%,0.00%,0.00%
HSY,Hershey Co,Food & Tobacco,163.06,-6.01%,-4.00%,-12.00%,0,0,0.0,-1.0,0,0.0,0.0,1,-11.91%,-3.00%,-32.01%,24.06x,2.90x,6.65x,14.74x,55.85x,37.48%,12.50%,-36.39%,7.55%,2.05%,3.08%,3.56%,12.88%
HES,Hess Corp,Oil & Gas,133.84,-3.74%,-16.00%,-19.00%,0,1,0.0,-1.0,0,0.0,0.5,1,-7.79%,-9.81%,-21.95%,18.01x,3.22x,3.49x,7.80x,41.55x,20.82%,10.05%,-37.71%,36.98%,-16.62%,17.06%,1.54%,13.40%
HPE,Hewlett Packard Enterprise Co,"Computers, Phones & Household Electronics",16.49,-0.40%,3.00%,-5.00%,1,1,0.0,1.0,0,0.0,0.5,1,1.83%,-15.47%,-12.16%,8.51x,0.74x,0.91x,4.37x,41.42x,11.86%,4.37%,-9.55%,13.89%,7.71%,5.43%,2.96%,2.93%
HLT,Hilton Worldwide Holdings Inc,Hotels & Entertainment Services,221.60,-2.32%,-3.00%,9.00%,1,1,0.0,1.0,1,1.0,0.5,1,5.56%,-3.56%,9.60%,38.85x,5.19x,0.00x,34.05x,163.69x,0.00%,9.83%,10.96%,14.56%,6.32%,8.16%,0.24%,0.00%
HOLX,Hologic Inc,Healthcare Equipment & Supplies,58.08,-2.26%,-5.00%,-24.00%,1,0,1.0,0.5,0,0.0,0.5,1,-12.25%,-11.30%,-33.84%,23.00x,3.02x,2.63x,14.22x,35.40x,11.77%,6.45%,2.45%,7.66%,0.96%,4.78%,0.00%,0.00%
HD,Home Depot Inc,Other Specialty Retailers,356.92,-3.30%,0.00%,7.00%,0,1,0.0,1.0,1,0.0,0.5,1,-4.42%,-2.85%,0.61%,24.85x,2.23x,45.75x,19.61x,86.79x,299.52%,16.41%,0.20%,8.67%,3.06%,3.99%,2.51%,10.59%
HON,Honeywell International Inc,Consumer Goods Conglomerates,200.66,0.60%,-5.00%,3.00%,0,1,1.0,1.0,0,1.0,0.5,1,4.59%,10.80%,0.17%,25.69x,3.67x,8.23x,20.10x,64.55x,33.56%,8.14%,5.06%,8.76%,4.49%,4.23%,2.02%,5.40%
HRL,Hormel Foods Corp,Food & Tobacco,29.52,-2.35%,-2.00%,-16.00%,0,0,1.0,-0.5,0,0.0,0.0,1,-8.42%,6.89%,-24.58%,21.38x,1.36x,2.02x,15.94x,26.23x,9.54%,5.62%,1.90%,10.56%,1.66%,2.26%,3.94%,6.55%
HST,Host Hotels & Resorts Inc,Residential & Commercial REITs,13.98,-3.70%,-3.00%,-26.00%,0,1,0.0,0.5,0,0.0,0.5,1,-0.05%,-7.34%,-26.41%,15.38x,1.77x,1.55x,7.03x,42.84x,10.12%,5.40%,-22.22%,11.69%,3.77%,3.03%,5.39%,0.00%
HWM,Howmet Aerospace Inc,Aerospace & Defense,136.35,1.07%,5.00%,104.00%,0,1,0.0,1.0,1,1.0,1.0,1,14.65%,23.30%,77.43%,53.14x,8.73x,13.90x,43.01x,40.96x,28.60%,11.86%,30.86%,18.47%,8.81%,10.68%,0.25%,16.72%
HPQ,HP Inc,"Computers, Phones & Household Electronics",25.39,-0.97%,-9.00%,-10.00%,0,1,0.0,0.5,0,0.0,0.0,1,5.63%,-14.04%,-21.57%,10.25x,0.50x,0.00x,7.59x,112.44x,0.00%,7.27%,3.25%,4.58%,2.74%,2.02%,4.06%,11.49%
HUBB,Hubbell Inc,"Machinery, Equipment & Components",357.98,0.71%,8.00%,-12.00%,1,0,0.0,1.0,0,0.0,0.5,1,1.47%,4.71%,-11.82%,26.34x,3.71x,6.37x,20.69x,36.24x,25.78%,11.69%,5.25%,9.23%,5.57%,5.83%,1.36%,7.75%
HUM,Humana Inc,Healthcare Providers & Services,263.20,-0.15%,0.00%,-14.00%,0,0,0.0,-0.5,0,0.0,0.5,1,-20.38%,-12.33%,-42.14%,16.06x,0.23x,1.54x,9.89x,42.75x,10.09%,3.62%,0.99%,-10.93%,8.15%,2.81%,1.56%,10.49%
HBAN,Huntington Bancshares Inc,Banking Services,14.58,-4.16%,-3.00%,6.00%,0,1,0.0,1.0,1,0.0,0.5,1,-0.44%,-1.60%,0.70%,11.90x,2.98x,1.22x,8.70x,0.00x,10.84%,1.03%,17.21%,9.79%,7.05%,4.84%,4.02%,1.34%
HII,Huntington Ingalls Industries Inc,Aerospace & Defense,228.35,-1.61%,10.00%,-18.00%,0,0,0.0,1.0,0,0.0,0.5,1,-5.02%,32.15%,-19.87%,16.18x,0.77x,1.85x,10.11x,40.15x,12.27%,4.69%,4.58%,16.23%,3.18%,4.47%,2.41%,7.78%
IEX,IDEX Corp,"Machinery, Equipment & Components",174.10,-4.45%,-4.00%,-22.00%,1,0,0.0,1.0,1,0.0,1.0,0,-2.15%,-3.26%,-24.52%,28.69x,4.17x,3.51x,20.63x,33.18x,12.73%,7.55%,4.06%,8.04%,4.89%,4.05%,1.57%,7.02%
IDXX,IDEXX Laboratories Inc,Healthcare Equipment & Supplies,433.99,-1.40%,5.00%,-12.00%,0,0,1.0,1.0,1,1.0,0.5,1,7.48%,16.73%,-11.46%,46.65x,10.41x,28.15x,39.76x,39.37x,59.33%,27.26%,13.78%,12.19%,6.04%,7.62%,0.00%,0.00%
ITW,Illinois Tool Works Inc,Consumer Goods Conglomerates,240.12,-1.31%,-3.00%,-4.00%,0,1,1.0,0.5,-1,0.0,0.0,1,-5.09%,-3.50%,-10.63%,21.54x,4.55x,22.12x,19.02x,71.82x,107.62%,21.65%,-12.30%,8.08%,-0.32%,3.36%,2.45%,2.09%
INCY,Incyte Corp,Pharmaceuticals,59.52,2.79%,-2.00%,14.00%,0,1,0.0,0.5,0,0.0,0.5,1,2.71%,-5.36%,0.69%,233.05x,2.83x,3.41x,112.57x,1.00x,0.47%,0.33%,437.04%,18.28%,11.06%,10.47%,0.00%,0.00%
IR,Ingersoll Rand Inc,"Machinery, Equipment & Components",74.80,-2.17%,-6.00%,-20.00%,1,0,0.0,1.0,0,0.0,0.5,1,0.65%,-2.01%,-23.39%,40.14x,4.50x,3.12x,24.49x,31.14x,8.09%,5.01%,1.82%,9.55%,3.70%,4.85%,0.10%,0.00%
PODD,Insulet Corp,Healthcare Equipment & Supplies,259.52,-0.32%,1.00%,57.00%,0,0,1.0,1.0,1,1.0,1.0,1,16.19%,16.60%,61.04%,57.77x,10.27x,16.97x,46.49x,56.03x,37.92%,13.10%,33.64%,23.33%,21.52%,17.53%,0.00%,0.00%
INTC,Intel Corp,Semiconductors & Semiconductor Equipment ,20.51,-4.64%,-12.00%,-37.00%,0,0,0.0,1.0,0,0.0,0.0,1,-10.22%,-17.52%,-40.59%,0,1.69x,0.90x,0.00x,32.03x,-18.66%,-10.23%,0.00%,154.84%,-4.84%,5.39%,0.00%,-21.52%
ICE,Intercontinental Exchange Inc,Investment Banking & Investment Services,163.48,-0.49%,-7.00%,24.00%,0,1,0.0,1.0,0,1.0,1.0,1,0.23%,9.24%,15.47%,36.02x,8.19x,3.57x,22.81x,41.97x,10.27%,2.06%,13.84%,10.85%,7.34%,5.69%,1.10%,10.35%
IBM,International Business Machines Corp,Software & IT Services,236.16,-3.12%,-5.00%,39.00%,0,1,1.0,1.0,0,1.0,0.5,1,5.77%,2.20%,35.13%,44.20x,3.82x,8.93x,23.50x,70.13x,21.95%,3.89%,5.81%,5.95%,5.37%,4.34%,2.60%,0.74%
IFF,International Flavors & Fragrances Inc,Food & Tobacco,76.29,-0.54%,0.00%,-10.00%,0,1,0.0,0.5,1,0.0,1.0,1,-7.24%,-1.06%,-28.30%,0,1.69x,1.47x,136.40x,41.28x,-6.08%,-2.82%,-1.62%,7.31%,-6.26%,-0.06%,2.11%,-11.58%
IP,International Paper Co,Containers & Packaging,47.48,-1.90%,-11.00%,40.00%,0,1,0.0,0.5,-1,0.0,0.5,1,-4.14%,-9.16%,4.93%,41.46x,1.29x,1.42x,12.65x,34.71x,3.01%,1.25%,92.04%,53.46%,41.00%,5.32%,3.80%,-1.67%
IPG,Interpublic Group of Companies Inc,Media & Publishing,24.83,-4.45%,-7.00%,-22.00%,0,0,0.0,0.5,0,0.0,0.5,1,-9.93%,-8.58%,-31.48%,18.37x,0.85x,2.51x,11.53x,44.45x,13.33%,3.00%,-5.42%,7.25%,-18.76%,2.74%,5.49%,7.03%
INTU,Intuit Inc,Financial Technology (Fintech) & Infrastructure,618.23,0.72%,4.00%,-2.00%,1,1,1.0,1.0,1,1.0,1.0,1,1.71%,20.45%,-9.73%,62.24x,10.85x,10.38x,48.45x,25.86x,17.43%,9.90%,17.18%,15.11%,14.49%,12.48%,0.62%,14.09%
ISRG,Intuitive Surgical Inc,Healthcare Equipment & Supplies,514.01,-3.14%,5.00%,37.00%,1,1,0.0,1.0,1,1.0,1.0,1,0.27%,-6.32%,22.97%,79.59x,22.32x,11.37x,64.29x,0.00x,15.94%,14.23%,6.81%,15.31%,15.59%,15.15%,0.00%,0.00%
IVZ,Invesco Ltd,Investment Banking & Investment Services,13.94,-4.83%,-8.00%,-5.00%,0,1,0.0,0.5,0,1.0,0.0,1,-2.71%,-14.52%,-16.12%,11.71x,1.07x,0.61x,8.76x,33.38x,5.35%,2.87%,-1.75%,7.74%,-0.36%,3.33%,5.76%,-7.90%
INVH,Invitation Homes Inc,Residential & Commercial REITs,34.01,-2.73%,-2.00%,-3.00%,1,0,-1.0,-0.5,0,0.0,0.5,1,-8.25%,7.51%,-14.04%,42.61x,7.66x,2.09x,16.88x,45.40x,4.80%,2.53%,2.70%,6.58%,2.48%,3.82%,3.50%,16.59%
IQV,Iqvia Holdings Inc,Biotechnology & Medical Research,150.13,-1.70%,-15.00%,-36.00%,0,1,1.0,-1.0,1,0.0,0.5,1,-13.99%,-25.49%,-44.52%,18.81x,1.54x,4.02x,9.73x,70.54x,21.65%,4.97%,6.38%,10.30%,4.32%,5.19%,0.00%,0.00%
IRM,Iron Mountain Inc,Residential & Commercial REITs,88.47,-3.72%,3.00%,13.00%,0,0,-1.0,1.0,0,0.0,0.5,1,5.42%,7.29%,7.49%,233.77x,4.51x,0.00x,26.80x,102.93x,0.00%,0.66%,18.64%,10.00%,10.86%,8.73%,3.28%,2.18%
JBHT,J B Hunt Transport Services Inc,Freight & Logistics Services,130.95,-5.97%,-11.00%,-20.00%,0,1,1.0,0.5,0,0.0,0.5,1,-1.84%,-13.62%,-20.05%,25.24x,1.14x,3.57x,10.46x,29.00x,13.97%,6.73%,1.98%,24.87%,-0.22%,5.67%,1.27%,10.59%
SJM,J M Smucker Co,Food & Tobacco,114.02,-0.59%,-1.00%,1.00%,0,1,0.0,-1.0,1,0.0,0.0,1,-9.12%,9.29%,-9.02%,0,1.36x,1.73x,47.80x,53.22x,-3.52%,-1.32%,1.11%,2.59%,7.19%,1.86%,3.86%,4.75%
JBL,Jabil Inc,Electronic Equipment & Parts,146.37,-0.86%,8.00%,24.00%,1,0,1.0,1.0,0,0.0,0.5,1,6.07%,4.07%,26.91%,39.55x,0.65x,13.32x,14.81x,67.98x,24.10%,2.80%,5.42%,13.97%,-3.23%,4.59%,0.19%,0.00%
JKHY,Jack Henry & Associates Inc,Software & IT Services,170.05,0.67%,-4.00%,4.00%,0,0,1.0,-0.5,0,0.0,0.0,0,-1.05%,12.87%,-2.62%,30.95x,5.71x,6.50x,20.91x,7.71x,22.49%,15.05%,13.19%,6.76%,6.28%,6.82%,1.28%,6.80%
J,Jacobs Solutions Inc,Professional & Commercial Services  ,122.41,-0.53%,0.00%,6.00%,0,1,0.0,1.0,0,1.0,0.5,1,-1.67%,3.10%,1.90%,59.80x,1.51x,3.95x,30.83x,35.94x,5.06%,2.23%,13.64%,15.17%,5.86%,6.43%,1.01%,11.35%
JNJ,Johnson & Johnson,Pharmaceuticals,155.35,2.01%,-6.00%,6.00%,0,1,1.0,-1.0,0,0.0,0.5,1,-7.52%,0.08%,-9.68%,16.97x,4.11x,4.70x,12.62x,40.08x,29.45%,11.93%,6.31%,4.81%,2.84%,4.14%,3.41%,5.54%
JCI^I16,Johnson Controls International PLC,"Machinery, Equipment & Components",81.10,1.18%,2.00%,25.00%,0,1,0.0,1.0,0,,0.5,1,14.41%,15.44%,21.55%,30.49x,3.03x,4.08x,22.84x,36.96x,13.64%,4.84%,-1.89%,17.03%,-13.67%,4.84%,1.51%,7.31%
